time,phi,theta,psi,p,q,r,vtas,Mach,alpha,beta,gamma,Ax,Ay,Az,da,de,dr,dta,dte,dtr,flaps,gear,Tc1,Tc2,u_n,v_n,w_n
54.16,0.00164626844036353,0.0534922761505262,0.0294267204191555,1.6196711842e-08,-0.000623395602716384,0.000134187152624278,119.582799409878,0.385510156645969,0.0552584769284658,1.26992857969512e-05,-0.0017661469186492,0.544751046597334,-5.82355994456047e-05,-9.69396768642441,-8.91980844244292e-16,-0.0275104099828779,7.54351586590138e-15,0,0,0,0,0,0.694974030310678,0.694974030310678,119.531116303804,3.50906599272068,0.211200682902329
54.17,0.00164633990092328,0.0534860418322456,0.0294280539643055,1.66753622564323e-08,-0.000623027765377256,0.000134192783912051,119.583057663274,0.385510978156105,0.0552584564683441,1.26995307647117e-05,-0.00177236077163716,0.544748185801028,-5.8235880653541e-05,-9.69401188127947,-8.91980844244292e-16,-0.0275104099828779,7.54351586590138e-15,0,0,0,0,0,0.694974030310678,0.694974030310678,119.53136846473,3.50923249430386,0.211944209392698
54.18,0.00164641136126095,0.0534798111964138,0.0294293875710257,1.7153900167577e-08,-0.00062265907450107,0.000134198414450397,119.583316473382,0.385511801422114,0.0552584359877689,1.26997756224402e-05,-0.0017785709217226,0.544745318996499,-5.82361621428523e-05,-9.69405617782235,-8.91980844244292e-16,-0.0275104099828779,7.54351586590138e-15,0,0,0,0,0,0.694974030310678,0.694974030310678,119.531621177846,3.50939902014111,0.212687297269865
54.19,0.00164648282137995,0.0534735842515627,0.0294307212393236,1.76323248396214e-08,-0.000622289530784959,0.000134204044239928,119.583575839725,0.385512626442482,0.0552584154867758,1.27000203706439e-05,-0.00178477736040901,0.54474244618893,-5.82364439170691e-05,-9.69410057597135,-8.91980844244292e-16,-0.0275104099828779,7.54351586590138e-15,0,0,0,0,0,0.694974030310678,0.694974030310678,119.531874442686,3.5095655702219,0.21342994552442
54.2,0.0016465542812837,0.0534673610062172,0.0294320549692065,1.81106355371119e-08,-0.000621919134927203,0.000134209673281259,119.583835761826,0.38551345321569,0.0552583949654001,1.27002650098295e-05,-0.0017909800792069,0.544739567383511,-5.82367259797252e-05,-9.69414507564464,-8.91980844244292e-16,-0.0275104099828779,7.54351586590138e-15,0,0,0,0,0,0.694974030310678,0.694974030310678,119.532128258782,3.50973214453567,0.21417215314776
54.21,0.0016466257409756,0.0534611414688952,0.0294333887606817,1.85888315249587e-08,-0.000621547887627233,0.000134215301575006,119.584096239207,0.385514281740221,0.0552583744236773,1.27005095405044e-05,-0.00179717906963378,0.544736682585443,-5.82370083343575e-05,-9.69418967676026,-8.91980844244292e-16,-0.0275104099828779,7.54351586590138e-15,0,0,0,0,0,0.694974030310678,0.694974030310678,119.532382625666,3.50989874307183,0.214913919132083
54.22,0.00164669720045907,0.0534549256481075,0.0294347226137567,1.90669120684344e-08,-0.000621175789585626,0.000134220929121784,119.584357271388,0.385515112014552,0.0552583538616428,1.27007539631756e-05,-0.00180337432321419,0.544733791799932,-5.82372909844935e-05,-9.69423437923612,-8.91980844244292e-16,-0.0275104099828779,7.54351586590138e-15,0,0,0,0,0,0.694974030310678,0.694974030310678,119.53263754287,3.51006536581978,0.215655242470395
54.23,0.00164676865973755,0.0534487135523582,0.0294360565284387,1.95448764331742e-08,-0.000620802841504109,0.000134226555922214,119.58461885789,0.38551594403716,0.0552583332793321,1.27009982783505e-05,-0.00180956583147974,0.544730895032195,-5.82375739336669e-05,-9.69427918298999,-8.91980844244292e-16,-0.0275104099828779,7.54351586590138e-15,0,0,0,0,0,0.694974030310678,0.694974030310678,119.532893009923,3.5102320127689,0.216396122156508
54.24,0.00164684011881445,0.0534425051901441,0.0294373905047352,2.00227238851783e-08,-0.000620429044085551,0.000134232181976915,119.584880998232,0.385516777806518,0.0552583126767807,1.27012424865364e-05,-0.00181575358596904,0.544727992287454,-5.82378571854084e-05,-9.6943240879395,-8.91980844244292e-16,-0.0275104099828779,7.54351586590138e-15,0,0,0,0,0,0.694974030310678,0.694974030310678,119.533149026355,3.51039868390852,0.217136557185045
54.25,0.00164691157769321,0.053436300569955,0.0294387245426534,2.050045369081e-08,-0.000620054398033969,0.000134237807286509,119.585143691933,0.385517613321098,0.0552582920540241,1.27014865882408e-05,-0.0018219375782278,0.544725083570939,-5.82381407432485e-05,-9.69436909400217,-8.91980844244292e-16,-0.0275104099828779,7.54351586590138e-15,0,0,0,0,0,0.694974030310678,0.694974030310678,119.533405591696,3.51056537922797,0.217876546551436
54.26,0.00164698303637726,0.0534300997002737,0.0294400586422007,2.09780651167993e-08,-0.000619678904054519,0.000134243431851618,119.585406938511,0.38551845057937,0.0552582714110979,1.27017305839712e-05,-0.00182811779980876,0.544722168887889,-5.82384246107116e-05,-9.69441420109537,-8.91980844244292e-16,-0.0275104099828779,7.54351586590138e-15,0,0,0,0,0,0.694974030310678,0.694974030310678,119.533662705474,3.51073209871655,0.218616089251922
54.27,0.00164705449487005,0.053423902589576,0.0294413928033846,2.14555574302406e-08,-0.000619302562853499,0.000134249055672867,119.585670737484,0.385519289579799,0.0552582507480377,1.27019744742352e-05,-0.00183429424227176,0.54471924824355,-5.8238708791325e-05,-9.69445940913631,-8.91980844244292e-16,-0.0275104099828779,7.54351586590138e-15,0,0,0,0,0,0.694974030310678,0.694974030310678,119.533920367215,3.51089884236353,0.219355184283557
54.28,0.00164712595317502,0.0534177092463305,0.0294427270262122,2.19329298985952e-08,-0.000618925375138349,0.000134254678750881,119.585935088368,0.385520130320851,0.0552582300648791,1.27022182595407e-05,-0.00184046689718373,0.544716321643176,-5.82389932886195e-05,-9.69450471804215,-8.91980844244292e-16,-0.0275104099828779,7.54351586590138e-15,0,0,0,0,0,0.694974030310678,0.694974030310678,119.534178576448,3.51106561015817,0.220093830644208
54.29,0.00164719741129561,0.0534115196789988,0.029444061310691,2.24101817896916e-08,-0.000618547341617648,0.000134260301086287,119.586199990679,0.385520972800988,0.0552582093616577,1.27024619403952e-05,-0.00184663575611874,0.544713389092029,-5.82392781061129e-05,-9.69455012772981,-8.91980844244292e-16,-0.0275104099828779,7.54351586590138e-15,0,0,0,0,0,0.694974030310678,0.694974030310678,119.534437332699,3.5112324020897,0.22083202733256
54.3,0.0016472688692353,0.0534053338960355,0.0294453956568283,2.28873123717252e-08,-0.00061816846300111,0.000134265922679715,119.586465443932,0.38552181701867,0.0552581886384091,1.27027055173068e-05,-0.00185280081065789,0.544710450595378,-5.8239563247336e-05,-9.69459563811616,-8.91980844244292e-16,-0.0275104099828779,7.54351586590138e-15,0,0,0,0,0,0.694974030310678,0.694974030310678,119.534696635491,3.51139921814731,0.221569773348109
54.31,0.00164734032699752,0.0533991519058879,0.0294467300646313,2.33643209132603e-08,-0.000617788739999589,0.000134271543531794,119.586731447641,0.385522662972354,0.0552581678951691,1.27029489907834e-05,-0.00185896205238952,0.544707506158501,-5.82398487158066e-05,-9.6946412491179,-8.91980844244292e-16,-0.0275104099828779,7.54351586590138e-15,0,0,0,0,0,0.694974030310678,0.694974030310678,119.534956484352,3.5115660583202,0.222307067691175
54.32,0.00164741178458575,0.0533929737169963,0.0294480645341076,2.38412066832295e-08,-0.000617408173325072,0.000134277163643155,119.58699800132,0.385523510660497,0.0552581471319734,1.2703192361333e-05,-0.00186511947290903,0.544704555786683,-5.8240134515049e-05,-9.69468696065161,-8.91980844244292e-16,-0.0275104099828779,7.54351586590138e-15,0,0,0,0,0,0.694974030310678,0.694974030310678,119.535216878804,3.51173292259752,0.223043909362893
54.33,0.00164748324200345,0.0533867993377939,0.0294493990652643,2.43179689509352e-08,-0.000617026763690682,0.000134282783014432,119.587265104483,0.385524360081551,0.0552581263488576,1.27034356294638e-05,-0.00187127306381895,0.544701599485216,-5.82404206485813e-05,-9.69473277263372,-8.91980844244292e-16,-0.0275104099828779,7.54351586590138e-15,0,0,0,0,0,0.694974030310678,0.694974030310678,119.53547781837,3.5118998109684,0.223780297365215
54.34,0.0016475546992541,0.0533806287767066,0.0294507336581087,2.47946069860496e-08,-0.00061664451181067,0.000134288401646258,119.587532756641,0.385525211233966,0.0552581055458575,1.27036787956839e-05,-0.00187742281672907,0.5446986372594,-5.82407071199277e-05,-9.69477868498056,-8.91980844244292e-16,-0.0275104099828779,7.54351586590138e-15,0,0,0,0,0,0.694974030310678,0.694974030310678,119.535739302574,3.51206672342196,0.224516230700924
54.35,0.00164762615634116,0.0533744620421534,0.0294520683126483,2.52711200586155e-08,-0.000616261418400422,0.000134294019539269,119.587800957305,0.385526064116193,0.0552580847230089,1.27039218605016e-05,-0.00188356872325626,0.544695669114545,-5.8240993932603e-05,-9.69482469760828,-8.91980844244292e-16,-0.0275104099828779,7.54351586590138e-15,0,0,0,0,0,0.694974030310678,0.694974030310678,119.536001330937,3.51223365994728,0.225251708373616
